PSC,Okres,Kraj
50801,3604,KR
50901,3604,KR
51101,3608,LI
51201,3608,LI
51202,3608,LI
51203,3608,LI
51204,3608,LI
51206,3608,LI
51211,3608,LI
51212,3608,LI
51213,3608,LI
51231,3608,LI
51232,3608,LI
51233,3608,LI
51234,3608,LI
51235,3608,LI
51236,3608,LI
51237,3608,LI
51238,3608,LI
51241,3608,LI
51242,3608,LI
51243,3608,LI
51244,3608,LI
51245,3608,LI
51246,3504,LI
51247,3608,LI
51251,3608,LI
51252,3608,LI
51253,3608,LI
51261,3608,LI
51263,3604,KR
51263,3608,LI
51264,3608,LI
51265,3608,LI
51271,3608,LI
51301,3608,LI
51401,3608,LI
51601,3607,KR
51603,3607,KR
51701,3607,KR
51702,3607,KR
51703,3607,KR
51704,3607,KR
51711,3607,KR
51712,3607,KR
51721,3607,KR
51722,3607,KR
51723,3607,KR
51724,3607,KR
51725,3607,KR
51731,3607,KR
51732,3607,KR
51733,3607,KR
51734,3607,KR
51735,3607,KR
51736,3607,KR
51741,3607,KR
51741,3611,PA
51742,3607,KR
51743,3607,KR
51745,3607,KR
51750,3607,KR
51754,3607,KR
51755,3607,KR
51756,3607,KR
51757,3607,KR
51761,3607,KR
51761,3611,PA
51764,3607,KR
51771,3602,KR
51771,3607,KR
51772,3602,KR
51773,3607,KR
51783,3607,KR
51784,3607,KR
51791,3607,KR
51792,3607,KR
51793,3607,KR
51801,3607,KR
51803,3607,KR
53002,3606,PA
53003,3606,PA
53006,3606,PA
53009,3606,PA
53012,3606,PA
53301,3606,PA
53303,3606,PA
53304,3606,PA
53305,3606,PA
53311,3606,PA
53312,3606,PA
53313,3606,PA
53314,3606,PA
53315,3606,PA
53316,3606,PA
53321,3606,PA
53322,3606,PA
53332,3606,PA
53333,3606,PA
53341,3606,PA
53342,3606,PA
53343,3606,PA
53344,3606,PA
53345,3606,PA
53351,3606,PA
53352,3606,PA
53353,3606,PA
53354,3606,PA
53361,3606,PA
53362,3606,PA
53363,3606,PA
53364,3606,PA
53371,3606,PA
53372,3606,PA
53373,3606,PA
53374,3606,PA
53375,3606,PA
53401,3606,PA
53401,3611,PA
53501,3606,PA
53701,3603,PA
53703,3603,PA
53705,3603,PA
53801,3603,PA
53802,3603,PA
53803,3603,PA
53804,3603,PA
53805,3603,PA
53807,3603,PA
53821,3603,PA
53823,3603,PA
53824,3603,PA
53825,3603,PA
53826,3603,PA
53831,3603,PA
53832,3603,PA
53833,3603,PA
53834,3603,PA
53835,3603,PA
53836,3603,PA
53841,3603,PA
53842,3603,PA
53843,3603,PA
53845,3603,PA
53851,3603,PA
53854,3603,PA
53854,3611,PA
53861,3603,PA
53862,3603,PA
53863,3603,PA
53863,3611,PA
53864,3603,PA
53865,3611,PA
53901,3601,VY
53901,3603,PA
53941,3603,PA
53942,3603,PA
53943,3603,PA
53944,3603,PA
53944,3609,PA
53944,3611,PA
53945,3611,PA
53952,3603,PA
53953,3603,PA
53955,3603,PA
53956,3603,PA
53957,3603,PA
53961,3603,PA
53962,3603,PA
53971,3603,PA
53972,3603,PA
53973,3603,PA
53974,3603,PA
53976,3603,PA
54101,3610,KR
54102,3610,KR
54103,3610,KR
54201,3610,KR
54203,3610,KR
54204,3610,KR
54211,3610,KR
54212,3610,KR
54213,3610,KR
54221,3610,KR
54223,3610,KR
54224,3610,KR
54225,3610,KR
54226,3610,KR
54227,3610,KR
54232,3605,KR
54232,3610,KR
54233,3610,KR
54234,3610,KR
54235,3610,KR
54236,3610,KR
54237,3610,KR
54242,3610,KR
54301,3610,KR
54302,3610,KR
54303,3610,KR
54341,3610,KR
54342,3610,KR
54344,3610,KR
54351,3610,KR
54352,3610,KR
54361,3610,KR
54362,3610,KR
54371,3610,KR
54372,3610,KR
54373,3610,KR
54374,3610,KR
54375,3610,KR
54376,3610,KR
54377,3610,KR
54401,3610,KR
54404,3610,KR
54442,3610,KR
54443,3605,KR
54443,3610,KR
54451,3610,KR
54452,3610,KR
54454,3610,KR
54455,3610,KR
54461,3610,KR
54462,3610,KR
54464,3610,KR
54466,3610,KR
54472,3610,KR
54474,3610,KR
54475,3610,KR
54477,3610,KR
54701,3605,KR
54901,3605,KR
54901,3607,KR
54906,3605,KR
54907,3605,KR
54908,3605,KR
54911,3605,KR
54912,3605,KR
54921,3605,KR
54922,3605,KR
54923,3605,KR
54931,3605,KR
54932,3605,KR
54934,3605,KR
54936,3605,KR
54937,3605,KR
54941,3605,KR
54941,3610,KR
54946,3605,KR
54947,3605,KR
54948,3605,KR
54952,3605,KR
54954,3605,KR
54955,3605,KR
54956,3605,KR
54957,3605,KR
54962,3605,KR
54963,3605,KR
54964,3605,KR
54971,3605,KR
54972,3605,KR
54973,3605,KR
54974,3605,KR
54981,3605,KR
54982,3605,KR
54983,3605,KR
54984,3605,KR
55001,3605,KR
55101,3605,KR
55102,3605,KR
55203,3605,KR
55204,3605,KR
55205,3605,KR
55211,3605,KR
55212,3605,KR
55221,3605,KR
55222,3605,KR
55224,3605,KR
55225,3605,KR
56002,3609,PA
56002,3611,PA
56101,3611,PA
56102,3611,PA
56112,3611,PA
56113,3611,PA
56114,3611,PA
56115,3611,PA
56116,3611,PA
56117,3611,PA
56118,3609,PA
56122,3611,PA
56123,3611,PA
56124,3611,PA
56125,3611,PA
56131,3611,PA
56132,3611,PA
56133,3611,PA
56134,3611,PA
56141,3611,PA
56151,3611,PA
56152,3611,PA
56153,3611,PA
56154,3611,PA
56155,3611,PA
56156,3611,PA
56161,3611,PA
56162,3611,PA
56163,3611,PA
56164,3611,PA
56165,3611,PA
56166,3611,PA
56167,3611,PA
56168,3611,PA
56169,3611,PA
56170,3611,PA
56181,3611,PA
56182,3611,PA
56184,3611,PA
56185,3611,PA
56186,3611,PA
56201,3611,PA
56203,3611,PA
56204,3611,PA
56206,3611,PA
56301,3609,PA
56301,3611,PA
56401,3611,PA
56501,3611,PA
56542,3611,PA
56543,3611,PA
56544,3611,PA
56552,3611,PA
56553,3609,PA
56555,3611,PA
56601,3611,PA
56802,3609,PA
56901,3609,PA
56902,3609,PA
56903,3609,PA
56904,3609,PA
56905,3609,PA
56906,3609,PA
56907,3609,PA
56911,3609,PA
56912,3609,PA
56914,3609,PA
56921,3609,PA
56922,3609,PA
56923,3609,PA
56924,3609,PA
56932,3609,PA
56933,3609,PA
56934,3609,PA
56935,3609,PA
56941,3609,PA
56942,3609,PA
56943,3609,PA
56944,3609,PA
56951,3609,PA
56953,3609,PA
56955,3609,PA
56956,3609,PA
56957,3609,PA
56961,3609,PA
56962,3609,PA
56963,3609,PA
56965,3609,PA
56966,3609,PA
56967,3609,PA
56971,3609,PA
56972,3609,PA
56973,3609,PA
56974,3609,PA
56982,3603,PA
56982,3609,PA
56991,3609,PA
56992,3609,PA
56993,3609,PA
56994,3609,PA
57001,3609,PA
57101,3609,PA
57201,3609,PA
58001,3601,VY
58221,3601,VY
58222,3601,VY
58223,3601,VY
58224,3601,VY
58231,3601,VY
58232,3601,VY
58233,3601,VY
58234,3601,VY
58235,3601,VY
58241,3601,VY
58242,3601,VY
58243,3601,VY
58244,3601,VY
58245,3601,VY
58251,3601,VY
58252,3601,VY
58253,3601,VY
58254,3601,VY
58255,3601,VY
58256,3601,VY
58257,3601,VY
58261,3601,VY
58262,3601,VY
58263,3601,VY
58264,3601,VY
58265,3601,VY
58266,3601,VY
58271,3601,VY
58272,3601,VY
58273,3601,VY
58274,3601,VY
58276,3601,VY
58277,3601,VY
58281,3601,VY
58282,3601,VY
58283,3601,VY
58286,3601,VY
58287,3601,VY
58291,3601,VY
58292,3601,VY
58293,3601,VY
58294,3601,VY
58301,3601,VY
58401,3601,VY
58601,3707,VY
58603,3707,VY
58801,3707,VY
58805,3707,VY
58811,3707,VY
58812,3707,VY
58813,3707,VY
58821,3707,VY
58822,3707,VY
58823,3707,VY
58824,3707,VY
58825,3707,VY
58826,3707,VY
58827,3707,VY
58827,3714,VY
58831,3707,VY
58832,3707,VY
58833,3707,VY
58834,3707,VY
58835,3707,VY
58841,3707,VY
58842,3707,VY
58844,3707,VY
58845,3707,VY
58851,3707,VY
58852,3707,VY
58854,3707,VY
58856,3707,VY
58861,3707,VY
58862,3707,VY
58864,3707,VY
58865,3707,VY
58866,3707,VY
58867,3707,VY
58901,3707,VY
59101,3714,VY
59102,3714,VY
59201,3714,VY
59202,3714,VY
59203,3714,VY
59204,3714,VY
59211,3714,VY
59212,3714,VY
59213,3714,VY
59214,3714,VY
59221,3714,VY
59231,3714,VY
59232,3714,VY
59233,3714,VY
59241,3714,VY
59242,3714,VY
59244,3714,VY
59245,3714,VY
59251,3714,VY
59252,3714,VY
59253,3714,VY
59254,3714,VY
59255,3714,VY
59256,3714,VY
59257,3714,VY
59261,3703,JM
59262,3703,JM
59262,3714,VY
59263,3714,VY
59264,3714,VY
59265,3714,VY
59266,3714,VY
59301,3701,JM
59301,3714,VY
59401,3714,VY
59441,3714,VY
59442,3714,VY
59444,3714,VY
59445,3714,VY
59451,3703,JM
59451,3714,VY
59452,3714,VY
59453,3703,JM
59453,3714,VY
59454,3714,VY
59455,3703,JM
59456,3703,JM
59457,3714,VY
59458,3714,VY
59461,3714,VY
59501,3714,VY
60200,3702,JM
60300,3702,JM
61200,3702,JM
61300,3702,JM
61400,3702,JM
61500,3702,JM
61600,3702,JM
61700,3702,JM
61800,3702,JM
61900,3702,JM
62000,3702,JM
62100,3702,JM
62300,3702,JM
62400,3702,JM
62500,3702,JM
62700,3702,JM
62700,3703,JM
62800,3702,JM
63400,3702,JM
63500,3702,JM
63600,3702,JM
63700,3702,JM
63800,3702,JM
63900,3702,JM
64100,3702,JM
64200,3702,JM
64300,3702,JM
64400,3702,JM
66401,3703,JM
66402,3703,JM
66403,3703,JM
66404,3703,JM
66405,3703,JM
66406,3703,JM
66407,3703,JM
66408,3703,JM
66411,3703,JM
66412,3703,JM
66417,3703,JM
66423,3703,JM
66424,3703,JM
66431,3703,JM
66432,3703,JM
66434,3703,JM
66441,3703,JM
66442,3702,JM
66442,3703,JM
66443,3703,JM
66444,3703,JM
66446,3703,JM
66447,3703,JM
66448,3703,JM
66449,3703,JM
66451,3703,JM
66452,3703,JM
66453,3703,JM
66454,3703,JM
66455,3703,JM
66456,3703,JM
66457,3703,JM
66458,3703,JM
66459,3703,JM
66461,3703,JM
66462,3703,JM
66463,3703,JM
66464,3703,JM
66465,3703,JM
66466,3703,JM
66467,3703,JM
66471,3702,JM
66471,3703,JM
66475,3703,JM
66481,3702,JM
66481,3703,JM
66482,3703,JM
66483,3703,JM
66484,3703,JM
66488,3703,JM
66491,3703,JM
66501,3703,JM
66601,3703,JM
66602,3703,JM
66603,3703,JM
66701,3703,JM
66902,3713,JM
66904,3713,JM
67101,3713,JM
67102,3713,JM
67103,3713,JM
67106,3713,JM
67107,3713,JM
67110,3713,JM
67122,3713,JM
67124,3713,JM
67125,3713,JM
67126,3713,JM
67127,3713,JM
67128,3713,JM
67129,3713,JM
67131,3713,JM
67132,3713,JM
67133,3713,JM
67134,3713,JM
67138,3713,JM
67139,3713,JM
67140,3713,JM
67142,3713,JM
67151,3713,JM
67152,3713,JM
67153,3713,JM
67154,3713,JM
67155,3713,JM
67156,3713,JM
67161,3713,JM
67162,3713,JM
67163,3713,JM
67164,3713,JM
67165,3713,JM
67167,3713,JM
67168,3713,JM
67169,3713,JM
67171,3713,JM
67172,3713,JM
67173,3713,JM
67175,3703,JM
67175,3713,JM
67176,3713,JM
67177,3703,JM
67178,3703,JM
67178,3713,JM
67181,3713,JM
67182,3713,JM
67201,3713,JM
67401,3710,VY
67501,3710,VY
67502,3710,VY
67503,3707,VY
67503,3710,VY
67504,3710,VY
67505,3714,VY
67505,3710,VY
67506,3710,VY
67507,3710,VY
67508,3710,VY
67521,3707,VY
67521,3710,VY
67522,3710,VY
67523,3710,VY
67524,3710,VY
67525,3710,VY
67526,3707,VY
67526,3710,VY
67527,3707,VY
67527,3710,VY
67528,3710,VY
67529,3707,VY
67531,3710,VY
67532,3710,VY
67533,3710,VY
67534,3710,VY
67541,3710,VY
67542,3710,VY
67543,3710,VY
67544,3710,VY
67545,3710,VY
67550,3710,VY
67551,3710,VY
67552,3710,VY
67553,3710,VY
67554,3710,VY
67555,3710,VY
67556,3710,VY
67557,3710,VY
67559,3710,VY
67560,3710,VY
67571,3710,VY
67573,3710,VY
67574,3710,VY
67575,3703,JM
67575,3710,VY
67576,3710,VY
67577,3710,VY
67578,3710,VY
67579,3714,VY
67602,3710,VY
67801,3701,JM
67901,3701,JM
67902,3701,JM
67903,3701,JM
67904,3701,JM
67905,3701,JM
67905,3703,JM
67906,3701,JM
67907,3701,JM
67911,3701,JM
67913,3701,JM
67914,3701,JM
67915,3701,JM
67921,3701,JM
67922,3701,JM
67923,3703,JM
67924,3703,JM
67931,3701,JM
67932,3701,JM
67933,3701,JM
67934,3701,JM
67935,3701,JM
67936,3701,JM
67937,3701,JM
67938,3701,JM
67939,3701,JM
67951,3701,JM
67952,3701,JM
67953,3701,JM
67961,3701,JM
67962,3701,JM
67963,3701,JM
67971,3701,JM
67972,3701,JM
67973,3701,JM
67974,3701,JM
67975,3701,JM
67976,3701,JM
68001,3701,JM
68201,3712,JM
68301,3703,JM
68301,3712,JM
68303,3712,JM
68304,3712,JM
68305,3712,JM
68308,3712,JM
68321,3712,JM
68323,3712,JM
68333,3706,JM
68333,3712,JM
68335,3712,JM
68341,3712,JM
68351,3712,JM
68352,3712,JM
68354,3712,JM
68401,3712,JM
68501,3706,JM
68501,3712,JM
68601,3711,ZL
68603,3711,ZL
68604,3711,ZL
68605,3711,ZL
68606,3711,ZL
68609,3711,ZL
68703,3711,ZL
68704,3711,ZL
68705,3711,ZL
68706,3711,ZL
68707,3711,ZL
68708,3711,ZL
68709,3711,ZL
68710,3711,ZL
68711,3711,ZL
68712,3711,ZL
68713,3711,ZL
68722,3711,ZL
68723,3711,ZL
68724,3711,ZL
68725,3711,ZL
68731,3711,ZL
68732,3711,ZL
68733,3711,ZL
68734,3711,ZL
68737,3711,ZL
68738,3711,ZL
68741,3711,ZL
68742,3711,ZL
68751,3711,ZL
68752,3711,ZL
68753,3711,ZL
68754,3711,ZL
68755,3711,ZL
68756,3711,ZL
68761,3711,ZL
68762,3711,ZL
68763,3711,ZL
68764,3711,ZL
68765,3711,ZL
68766,3711,ZL
68767,3711,ZL
68771,3711,ZL
68774,3711,ZL
68801,3711,ZL
69002,3704,JM
69003,3704,JM
69006,3704,JM
69101,3704,JM
69102,3704,JM
69103,3704,JM
69104,3704,JM
69105,3704,JM
69106,3704,JM
69107,3704,JM
69108,3704,JM
69109,3704,JM
69110,3704,JM
69111,3704,JM
69112,3704,JM
69121,3704,JM
69122,3703,JM
69123,3703,JM
69124,3703,JM
69125,3703,JM
69126,3704,JM
69127,3704,JM
69129,3704,JM
69130,3703,JM
69141,3704,JM
69142,3704,JM
69143,3704,JM
69144,3704,JM
69145,3704,JM
69146,3704,JM
69151,3704,JM
69152,3704,JM
69153,3704,JM
69154,3704,JM
69155,3704,JM
69156,3704,JM
69162,3704,JM
69163,3704,JM
69164,3703,JM
69164,3704,JM
69165,3704,JM
69167,3704,JM
69168,3704,JM
69171,3704,JM
69172,3704,JM
69173,3704,JM
69173,3706,JM
69174,3704,JM
69175,3704,JM
69176,3704,JM
69181,3704,JM
69182,3704,JM
69183,3704,JM
69185,3704,JM
69186,3704,JM
69188,3704,JM
69189,3704,JM
69201,3704,JM
69301,3704,JM
69501,3706,JM
69601,3706,JM
69602,3706,JM
69603,3706,JM
69604,3706,JM
69605,3706,JM
69606,3706,JM
69611,3706,JM
69612,3706,JM
69613,3706,JM
69614,3706,JM
69615,3706,JM
69616,3706,JM
69617,3706,JM
69618,3706,JM
69619,3706,JM
69621,3706,JM
69631,3706,JM
69632,3706,JM
69633,3706,JM
69634,3706,JM
69635,3706,JM
69636,3706,JM
69637,3706,JM
69638,3706,JM
69639,3706,JM
69641,3706,JM
69642,3706,JM
69647,3706,JM
69648,3706,JM
69649,3706,JM
69650,3706,JM
69651,3706,JM
69655,3706,JM
69661,3706,JM
69662,3706,JM
69663,3706,JM
69664,3706,JM
69665,3706,JM
69666,3706,JM
69667,3706,JM
69671,3706,JM
69672,3706,JM
69673,3706,JM
69674,3706,JM
69676,3706,JM
69681,3706,JM
69683,3706,JM
69684,3706,JM
69685,3706,JM
69701,3706,JM
69801,3706,JM
70030,3807,MO
70200,3807,MO
70300,3807,MO
70800,3807,MO
70900,3807,MO
71000,3807,MO
71100,3807,MO
71100,3806,MO
71200,3807,MO
71300,3807,MO
71500,3807,MO
71600,3807,MO
71700,3807,MO
71800,3807,MO
71900,3807,MO
72000,3807,MO
72100,3807,MO
72200,3807,MO
72300,3807,MO
72400,3807,MO
72525,3807,MO
72526,3807,MO
72527,3807,MO
72528,3807,MO
72529,3807,MO
73301,3803,MO
73401,3803,MO
73503,3803,MO
73506,3803,MO
73511,3803,MO
73514,3803,MO
73531,3803,MO
73532,3803,MO
73533,3803,MO
73534,3803,MO
73535,3803,MO
73541,3803,MO
73542,3803,MO
73543,3803,MO
73551,3803,MO
73552,3803,MO
73553,3803,MO
73561,3803,MO
73562,3803,MO
73564,3803,MO
73571,3803,MO
73572,3803,MO
73581,3803,MO
73601,3802,MO
73601,3803,MO
73701,3803,MO
73801,3802,MO
73901,3802,MO
73904,3802,MO
73911,3802,MO
73912,3802,MO
73913,3802,MO
73914,3802,MO
73915,3802,MO
73921,3802,MO
73923,3807,MO
73924,3802,MO
73924,3807,MO
73925,3802,MO
73932,3802,MO
73932,3807,MO
73934,3807,MO
73936,3802,MO
73937,3802,MO
73937,3803,MO
73938,3802,MO
73939,3802,MO
73941,3802,MO
73942,3802,MO
73943,3802,MO
73944,3802,MO
73945,3802,MO
73946,3802,MO
73947,3802,MO
73949,3802,MO
73951,3802,MO
73953,3802,MO
73955,3802,MO
73959,3802,MO
73961,3802,MO
73981,3802,MO
73984,3802,MO
73985,3802,MO
73991,3802,MO
73992,3802,MO
73994,3802,MO
73995,3802,MO
73997,3802,MO
73998,3802,MO
74101,3804,MO
74201,3804,MO
74213,3804,MO
74221,3804,MO
74231,3804,MO
74233,3804,MO
74235,3804,MO
74236,3804,MO
74237,3804,MO
74242,3804,MO
74243,3804,MO
74245,3804,MO
74247,3804,MO
74251,3804,MO
74253,3804,MO
74254,3804,MO
74255,3804,MO
74256,3804,MO
74257,3804,MO
74258,3802,MO
74258,3804,MO
74260,3804,MO
74265,3804,MO
74266,3804,MO
74267,3804,MO
74271,3804,MO
74272,3804,MO
74273,3804,MO
74274,3804,MO
74275,3804,MO
74281,3804,MO
74282,3804,MO
74283,3807,MO
74285,3807,MO
74291,3804,MO
74292,3804,MO
74293,3804,MO
74301,3806,MO
74301,3807,MO
74301,3804,MO
74401,3804,MO
74601,3806,MO
74705,3806,MO
74706,3806,MO
74707,3806,MO
74711,3806,MO
74714,3806,MO
74715,3806,MO
74716,3806,MO
74717,3806,MO
74718,3806,MO
74719,3806,MO
74720,3806,MO
74721,3806,MO
74722,3806,MO
74723,3806,MO
74724,3806,MO
74725,3806,MO
74727,3806,MO
74728,3806,MO
74731,3806,MO
74733,3806,MO
74735,3806,MO
74741,3806,MO
74743,3806,MO
74744,3806,MO
74745,3806,MO
74747,3806,MO
74751,3806,MO
74752,3806,MO
74753,3806,MO
74754,3806,MO
74755,3806,MO
74756,3806,MO
74757,3806,MO
74761,3806,MO
74762,3806,MO
74763,3806,MO
74764,3806,MO
74764,3807,MO
74766,3807,MO
74767,3806,MO
74768,3806,MO
74769,3806,MO
74770,3806,MO
74771,3806,MO
74773,3806,MO
74774,3806,MO
74775,3806,MO
74781,3806,MO
74782,3806,MO
74784,3806,MO
74786,3806,MO
74787,3806,MO
74791,3806,MO
74792,3806,MO
74794,3806,MO
74795,3806,MO
74801,3806,MO
74901,3806,MO
75002,3808,OL
75101,3808,OL
75102,3808,OL
75103,3805,OL
75103,3808,OL
75104,3808,OL
75105,3808,OL
75111,3808,OL
75114,3808,OL
75115,3808,OL
75116,3808,OL
75117,3808,OL
75118,3808,OL
75119,3808,OL
75121,3808,OL
75122,3808,OL
75123,3808,OL
75124,3808,OL
75125,3808,OL
75127,3808,OL
75131,3805,OL
75131,3808,OL
75144,3808,OL
75201,3808,OL
75301,3808,OL
75352,3808,OL
75353,3808,OL
75354,3808,OL
75355,3808,OL
75356,3808,OL
75361,3808,OL
75362,3808,OL
75363,3808,OL
75364,3808,OL
75366,3808,OL
75367,3808,OL
75368,3808,OL
75501,3810,ZL
75601,3810,ZL
75602,3810,ZL
75603,3810,ZL
75604,3810,ZL
75605,3810,ZL
75606,3810,ZL
75607,3810,ZL
75611,3810,ZL
75612,3705,ZL
75612,3810,ZL
75614,3810,ZL
75621,3810,ZL
75622,3810,ZL
75623,3810,ZL
75624,3810,ZL
75625,3810,ZL
75627,3810,ZL
75631,3810,ZL
75641,3810,ZL
75642,3810,ZL
75643,3810,ZL
75644,3810,ZL
75645,3810,ZL
75651,3810,ZL
75652,3810,ZL
75653,3810,ZL
75654,3810,ZL
75655,3810,ZL
75656,3810,ZL
75657,3810,ZL
75661,3810,ZL
75662,3810,ZL
75663,3810,ZL
75701,3810,ZL
76001,3705,ZL
76005,3705,ZL
76301,3705,ZL
76302,3705,ZL
76307,3705,ZL
76310,3705,ZL
76311,3705,ZL
76312,3705,ZL
76313,3705,ZL
76314,3705,ZL
76315,3705,ZL
76316,3705,ZL
76317,3705,ZL
76318,3705,ZL
76319,3705,ZL
76321,3705,ZL
76323,3705,ZL
76324,3705,ZL
76325,3705,ZL
76326,3705,ZL
76331,3705,ZL
76332,3705,ZL
76333,3705,ZL
76334,3705,ZL
76341,3705,ZL
76345,3705,ZL
76351,3705,ZL
76361,3705,ZL
76362,3705,ZL
76363,3705,ZL
76364,3705,ZL
76502,3705,ZL
76601,3705,ZL
76701,3708,ZL
76801,3708,ZL
76802,3708,ZL
76803,3708,ZL
76804,3708,ZL
76805,3708,ZL
76811,3708,ZL
76812,3708,ZL
76813,3708,ZL
76821,3705,ZL
76821,3708,ZL
76823,3708,ZL
76824,3708,ZL
76831,3708,ZL
76832,3708,ZL
76833,3708,ZL
76834,3708,ZL
76841,3705,ZL
76841,3708,ZL
76842,3708,ZL
76843,3708,ZL
76852,3708,ZL
76861,3708,ZL
76871,3708,ZL
76872,3708,ZL
76875,3708,ZL
76901,3708,ZL
77900,3805,OL
78301,3805,OL
78305,3805,OL
78306,3805,OL
78307,3805,OL
78313,3805,OL
78314,3805,OL
78316,3805,OL
78321,3805,OL
78322,3805,OL
78324,3805,OL
78325,3805,OL
78332,3805,OL
78333,3805,OL
78335,3805,OL
78336,3805,OL
78342,3709,OL
78342,3805,OL
78344,3805,OL
78345,3805,OL
78346,3805,OL
78347,3805,OL
78349,3805,OL
78353,3805,OL
78354,3805,OL
78355,3805,OL
78356,3805,OL
78357,3805,OL
78361,3805,OL
78365,3805,OL
78372,3805,OL
78373,3805,OL
78375,3805,OL
78383,3805,OL
78385,3805,OL
78386,3801,MO
78386,3805,OL
78391,3805,OL
78396,3805,OL
78397,3805,OL
78401,3805,OL
78501,3805,OL
78701,3809,OL
78801,3809,OL
78803,3809,OL
78804,3809,OL
78805,3809,OL
78811,3809,OL
78813,3809,OL
78814,3809,OL
78815,3809,OL
78816,3809,OL
78820,3809,OL
78821,3809,OL
78823,3809,OL
78825,3809,OL
78825,3811,OL
78832,3809,OL
78833,3809,OL
78833,3611,PA
78901,3809,OL
78961,3809,OL
78962,3809,OL
78963,3809,OL
78964,3809,OL
78969,3809,OL
78971,3809,OL
78972,3809,OL
78973,3809,OL
78974,3809,OL
78975,3809,OL
78982,3809,OL
78983,3809,OL
78985,3809,OL
78991,3809,OL
79001,3811,OL
79051,3811,OL
79052,3811,OL
79053,3811,OL
79054,3811,OL
79055,3811,OL
79057,3811,OL
79058,3811,OL
79061,3811,OL
79063,3811,OL
79064,3811,OL
79065,3811,OL
79069,3811,OL
79070,3811,OL
79081,3811,OL
79082,3811,OL
79084,3811,OL
79201,3801,MO
79302,3801,MO
79303,3801,MO
79305,3801,MO
79305,3805,OL
79312,3801,MO
79312,3806,MO
79315,3801,MO
79316,3801,MO
79323,3801,MO
79324,3801,MO
79326,3801,MO
79331,3801,MO
79336,3801,MO
79342,3801,MO
79344,3801,MO
79351,3801,MO
79351,3805,OL
79356,3801,MO
79368,3801,MO
79371,3801,MO
79374,3801,MO
79376,3811,OL
79382,3801,MO
79383,3801,MO
79384,3801,MO
79391,3801,MO
79393,3801,MO
79395,3801,MO
79397,3801,MO
79399,3801,MO
79401,3801,MO
79501,3801,MO
79601,3709,OL
79603,3709,OL
79604,3709,OL
79607,3709,OL
79802,3709,OL
79803,3709,OL
79804,3709,OL
79805,3709,OL
79806,3709,OL
79807,3709,OL
79808,3709,OL
79809,3709,OL
79811,3709,OL
79812,3709,OL
79813,3709,OL
79814,3709,OL
79816,3709,OL
79817,3709,OL
79821,3709,OL
79823,3709,OL
79824,3709,OL
79825,3709,OL
79826,3709,OL
79827,3709,OL
79828,3709,OL
79829,3709,OL
79830,3709,OL
79841,3709,OL
79842,3709,OL
79843,3709,OL
79844,3709,OL
79845,3709,OL
79846,3709,OL
79847,3709,OL
79848,3709,OL
79849,3709,OL
79851,3709,OL
79852,3709,OL
79853,3709,OL
79854,3709,OL
79855,3709,OL
79856,3709,OL
79857,3709,OL
79858,3709,OL
79861,3709,OL
79862,3709,OL
